Assembly Accession,Assembly Name,Organism Name,Organism Infraspecific Names Strain,Assembly Level,Assembly Release Date,Assembly Stats Number of Scaffolds
GCA_000148645.1,ASM14864v1,Ferrimonas balearica DSM 9799,DSM 9799,Complete Genome,2010-09-24,1
GCA_000024925.1,ASM2492v1,Sanguibacter keddieii DSM 10542,DSM 10542,Complete Genome,2009-11-19,1
GCA_000190575.1,ASM19057v1,Phocaeicola salanitronis DSM 18170,DSM 18170,Complete Genome,2011-02-28,4
GCA_000227705.2,ASM22770v3,Thermobacillus composti KWC4,KWC4,Complete Genome,2012-12-18,2
GCA_000265405.1,ASM26540v1,Belliella baltica DSM 15883,DSM 15883,Complete Genome,2012-06-08,1
GCA_000019845.1,ASM1984v1,Beijerinckia indica subsp. indica ATCC 9039,ATCC 9039,Complete Genome,2008-04-11,3
GCA_000511355.1,ASM51135v1,Leisingera methylohalidivorans DSM 14336,DSM 14336; MB2,Complete Genome,2013-12-20,3
GCA_000092865.1,ASM9286v1,Cellulomonas flavigena DSM 20109,DSM 20109,Complete Genome,2010-05-13,1
GCA_000024725.1,ASM2472v1,Nitrosococcus halophilus Nc 4,Nc 4,Complete Genome,2010-03-26,2
GCA_020792675.1,ASM2079267v1,Brachybacterium halotolerans subsp. kimchii,CBA3105,Complete Genome,2021-11-08,2
GCA_000327045.1,ASM32704v1,Thioflavicoccus mobilis 8321,8321,Complete Genome,2012-12-20,2
GCA_000328685.1,ASM32868v1,Natronococcus occultus SP4,SP4,Complete Genome,2012-12-28,3
GCA_000015045.1,ASM1504v1,Pelobacter propionicus DSM 2379,DSM 2379,Complete Genome,2006-11-30,3
GCA_000321415.2,ASM32141v2,Thioalkalivibrio nitratireducens DSM 14787,DSM 14787,Complete Genome,2015-12-23,1
GCA_000236705.1,ASM23670v1,Owenweeksia hongkongensis DSM 17368,DSM 17368,Complete Genome,2011-12-05,1
GCA_000186225.1,ASM18622v1,Bacteroides helcogenes P 36-108,P 36-108,Complete Genome,2011-01-18,1
GCA_000017265.1,ASM1726v1,Phenylobacterium zucineum HLK1,HLK1,Complete Genome,2008-08-18,2
GCA_000215085.1,ASM21508v1,Desulforamulus ruminis DSM 2154,DSM 2154,Complete Genome,2011-05-26,1
GCA_000018405.1,ASM1840v1,Desulfosudis oleivorans Hxd3,Hxd3,Complete Genome,2007-10-19,1
GCA_024346755.1,ASM2434675v1,Vibrio aerogenes,LMG 19650,Complete Genome,2022-07-13,3
GCA_000017565.1,ASM1756v1,Parvibaculum lavamentivorans DS-1,DS-1,Complete Genome,2007-07-30,1
GCA_000214215.1,ASM21421v1,Marinomonas posidonica IVIA-Po-181,IVIA-Po-181,Complete Genome,2011-05-20,1
GCA_000026185.1,ASM2618v1,Erwinia tasmaniensis Et1/99,Et1/99,Complete Genome,2008-05-13,6
GCA_000317835.1,ASM31783v1,Deinococcus peraridilitoris DSM 19664,DSM 19664,Complete Genome,2012-12-10,3
GCA_000284415.1,ASM28441v2,Pararhodospirillum photometricum DSM 122,DSM 122,Complete Genome,2012-02-23,1
GCA_000214355.1,ASM21435v1,Leadbettera azotonutricia ZAS-9,ZAS-9,Complete Genome,2011-05-23,1
GCA_000186885.1,ASM18688v1,Desulfobulbus propionicus DSM 2032,DSM 2032,Complete Genome,2011-01-27,1
GCA_001636295.1,ASM163629v1,Isoptericola dokdonensis DS-3,DS-3,Complete Genome,2016-05-03,1
GCA_025145845.1,ASM2514584v1,Alistipes shahii WAL 8301,WAL 8301,Complete Genome,2022-09-12,1
GCA_000060345.1,ASM6034v1,Christiangramia forsetii KT0803,KT0803,Complete Genome,2006-11-06,1
GCA_000317615.1,ASM31761v1,Dactylococcopsis salina PCC 8305,PCC 8305,Complete Genome,2012-12-07,1
GCA_000224005.2,ASM22400v3,Marichromatium purpuratum 984,984,Complete Genome,2014-01-03,1
GCA_000025905.1,ASM2590v1,Coraliomargarita akajimensis DSM 45221,DSM 45221,Complete Genome,2010-04-05,1
GCA_000183135.1,ASM18313v1,Paludibacter propionicigenes WB4,WB4,Complete Genome,2010-11-23,1
GCA_000217715.1,ASM21771v1,Halopiger xanaduensis SH-6,SH-6,Complete Genome,2011-06-09,4
GCA_000258405.1,ASM25840v1,Ignavibacterium album JCM 16511,JCM 16511,Complete Genome,2012-04-10,1
GCA_000143965.1,ASM14396v1,Desulfarculus baarsii DSM 2075,DSM 2075,Complete Genome,2010-07-29,1
GCA_000503895.1,ASM50389v1,Hyphomicrobium nitrativorans NL23,NL23,Complete Genome,2013-12-04,1
GCA_000176915.2,ASM17691v2,Pseudodesulfovibrio aespoeensis Aspo-2,Aspo-2,Complete Genome,2011-01-04,1
GCA_000242255.2,ASM24225v3,Frateuria aurantia DSM 6220,DSM 6220,Complete Genome,2012-03-02,1
GCA_000214705.1,ASM21470v1,Desulfofundulus kuznetsovii DSM 6115,DSM 6115,Complete Genome,2011-05-24,1
GCA_000093085.1,ASM9308v1,[Bacillus] selenitireducens MLS10,MLS10,Complete Genome,2010-05-28,1
GCA_000236685.1,ASM23668v1,Sphaerochaeta pleomorpha str. Grapes,Grapes,Complete Genome,2011-12-05,1
GCA_003019675.1,ASM301967v1,Fusobacterium ulcerans,ATCC 49185,Complete Genome,2018-03-26,1
GCA_000199675.1,ASM19967v1,Anaerolinea thermophila UNI-1,UNI-1,Complete Genome,2011-01-24,1
GCA_000024125.1,ASM2412v1,Robiginitalea biformata HTCC2501,HTCC2501,Complete Genome,2009-09-11,1
GCA_000025945.1,ASM2594v1,Desulfotalea psychrophila LSv54,LSv54,Complete Genome,2004-07-31,3
GCA_000265385.1,ASM26538v1,Aequorivita sublithincola DSM 14238,DSM 14238,Complete Genome,2012-06-08,1
GCA_000186385.1,ASM18638v1,Deinococcus maricopensis DSM 21211,DSM 21211,Complete Genome,2011-01-20,1
GCA_900637975.1,53550_F01,Actinomyces viscosus,NCTC10951,Complete Genome,2018-12-20,1
GCA_000023785.1,ASM2378v1,Hirschia baltica ATCC 49814,ATCC 49814,Complete Genome,2009-07-17,2
GCA_000190635.1,ASM19063v1,Syntrophobotulus glycolicus DSM 8271,DSM 8271,Complete Genome,2011-03-01,1
GCA_000092905.1,ASM9290v1,Kyrpidia tusciae DSM 2912,DSM 2912,Complete Genome,2010-04-29,1
GCA_000316515.1,ASM31651v1,Cyanobium gracile PCC 6307,PCC 6307,Complete Genome,2012-12-04,1
GCA_000143085.1,ASM14308v1,Nitrosococcus watsonii C-113,C-113,Complete Genome,2010-06-25,3
GCA_000190435.1,ASM19043v1,Sphaerochaeta globosa str. Buddy,Buddy,Complete Genome,2011-02-24,1
GCA_000279145.1,ASM27914v1,Melioribacter roseus P3M-2,P3M-2,Complete Genome,2012-07-18,1
GCA_000020525.1,ASM2052v1,Chloroherpeton thalassium ATCC 35110,ATCC 35110,Complete Genome,2008-06-27,1
GCA_000242595.2,ASM24259v3,Spirochaeta africana DSM 8902,DSM 8902,Complete Genome,2012-04-02,1
GCA_000195295.1,ASM19529v1,Desulfobacca acetoxidans DSM 11109,DSM 11109,Complete Genome,2011-04-07,1
GCA_000092125.1,ASM9212v1,Allomeiothermus silvanus DSM 9946,DSM 9946,Complete Genome,2010-05-26,3
GCA_000219725.1,ASM21972v1,Gracilinema caldarium DSM 7334,DSM 7334,Complete Genome,2011-06-30,1
GCA_000328525.1,ASM32852v1,Halovivax ruber XH-70,XH-70,Complete Genome,2012-12-27,1
GCA_000025725.1,ASM2572v1,Denitrovibrio acetiphilus DSM 12809,DSM 12809,Complete Genome,2010-03-11,1
GCA_900637295.1,50477_G01,Actinomyces slackii,NCTC11923,Complete Genome,2018-12-20,1
GCA_000619905.2,ASM61990v2,Nitrosospira briensis C-128,C-128,Complete Genome,2015-08-14,1
GCA_000092245.1,ASM9224v1,Arcobacter nitrofigilis DSM 7299,DSM 7299,Complete Genome,2010-05-17,1
GCA_000196355.1,ASM19635v1,Nitrosospira multiformis ATCC 25196,ATCC 25196,Complete Genome,2005-11-15,4
GCA_000063445.1,ASM6344v1,Methanocella arvoryzae MRE50,MRE50,Complete Genome,2006-10-12,1
GCA_000231405.2,ASM23140v3,Desulfitobacterium metallireducens DSM 15288,DSM 15288,Complete Genome,2014-01-03,1
GCA_900637575.1,52006_A02,Slackia heliotrinireducens,NCTC11029,Complete Genome,2018-12-20,1
GCA_000145255.1,ASM14525v1,Gallionella capsiferriformans ES-2,ES-2,Complete Genome,2010-08-11,1
GCA_000092825.1,ASM9282v1,Segniliparus rotundus DSM 44985,DSM 44985,Complete Genome,2010-05-18,1
GCA_000238255.3,ASM23825v4,Pseudoalteromonas spongiae UST010723-006,UST010723-006,Complete Genome,2017-09-18,2
GCA_000213255.1,ASM21325v1,Mahella australiensis 50-1 BON,50-1 BON,Complete Genome,2011-05-12,1
GCA_000015125.1,ASM1512v1,Chlorobium phaeobacteroides DSM 266,DSM 266,Complete Genome,2006-12-11,1
GCA_000011085.1,ASM1108v1,Haloarcula marismortui ATCC 43049,ATCC 43049,Complete Genome,2004-11-02,9
GCA_000297055.2,ASM29705v2,Sulfuricella denitrificans skB26,skB26,Complete Genome,2013-09-09,2
GCA_000018325.1,ASM1832v1,Alkaliphilus oremlandii OhILAs,OhILAs,Complete Genome,2007-10-11,1
GCA_000023945.1,ASM2394v1,Halorhabdus utahensis DSM 12940,DSM 12940,Complete Genome,2009-08-27,1
GCA_000299355.1,ASM29935v1,Gottschalkia acidurici 9a,9a,Complete Genome,2012-09-27,2
GCA_000512915.1,ASM51291v1,Barnesiella viscericola DSM 18177,"C46, DSM 18177",Complete Genome,2014-01-03,1
GCA_000019165.1,ASM1916v1,Heliomicrobium modesticaldum Ice1,Ice1; ATCC 51547,Complete Genome,2008-04-01,1
GCA_002222595.2,ASM222259v2,Blautia hansenii DSM 20583,DSM 20583,Complete Genome,2017-08-30,1
GCA_000212415.1,ASM21241v1,Treponema brennaborense DSM 12168,DSM 12168,Complete Genome,2011-05-05,1
GCA_001723605.1,ASM172360v1,Sulfurospirillum halorespirans DSM 13726,PCE-M2,Complete Genome,2016-09-13,1
GCA_000020645.1,ASM2064v1,Pelodictyon phaeoclathratiforme BU-1,BU-1,Complete Genome,2008-07-18,1
GCA_024346835.1,ASM2434683v1,Vibrio comitans,LMG 23416,Complete Genome,2022-07-13,3
GCA_000204415.1,ASM20441v1,Methanothrix soehngenii GP6,GP6,Complete Genome,2011-04-15,2
GCA_000455605.1,GPTSA100-9,Flavobacterium indicum GPTSA100-9 = DSM 17447,GPTSA100-9,Complete Genome,2012-03-15,1
GCA_000147715.2,ASM14771v3,Mesotoga prima MesG1.Ag.4.2,mesG1.Ag.4.2,Complete Genome,2012-05-17,2
GCA_000011005.1,ASM1100v1,Methanocella paludicola SANAE,SANAE,Complete Genome,2009-12-25,1
GCA_036632915.2,ASM3663291v2,Faecalibacterium taiwanense,HLW78,Complete Genome,2024-05-24,1
GCA_000196315.1,ASM19631v1,Croceibacter atlanticus HTCC2559,HTCC2559,Complete Genome,2010-06-09,1
GCA_040581405.1,ASM4058140v1,Komagataeibacter sucrofermentans DSM 15973,JCM 9730,Complete Genome,2024-07-11,5
GCA_000021965.1,ASM2196v1,Methanosphaerula palustris E1-9c,E1-9c,Complete Genome,2009-01-05,1
GCA_000591055.1,ASM59105v1,Natronomonas moolapensis 8.8.11,8.8.11,Complete Genome,2013-02-21,1
GCA_000152825.2,ASM15282v2,Parvularcula bermudensis HTCC2503,HTCC2503,Complete Genome,2010-08-16,1
GCA_003346775.1,ASM334677v1,Malaciobacter mytili LMG 24559,LMG 24559,Complete Genome,2018-07-31,2
GCA_000024325.1,ASM2432v1,Desulfohalobium retbaense DSM 5692,DSM 5692,Complete Genome,2009-09-11,2
GCA_024346935.1,ASM2434693v1,Vibrio inusitatus,LMG 23434,Complete Genome,2022-07-13,3
GCA_000024085.1,ASM2408v1,Kangiella koreensis DSM 16069,DSM 16069,Complete Genome,2009-08-28,1
GCA_000184705.1,ASM18470v1,Thermaerobacter marianensis DSM 12885,DSM 12885,Complete Genome,2010-12-29,1
GCA_000166775.1,ASM16677v1,Caldicellulosiruptor kronotskyensis 2002,2002,Complete Genome,2010-11-17,1
GCA_000147875.1,ASM14787v1,Methanolacinia petrolearia DSM 11571,DSM 11571,Complete Genome,2010-09-17,1
GCA_000327485.1,ASM32748v1,Methanoregula formicica SMSP,SMSP,Complete Genome,2012-12-21,1
GCA_016028735.1,ASM1602873v1,Oligella ureolytica,FDAARGOS_872,Complete Genome,2020-12-14,2
GCA_000517625.1,ASM51762v1,Halostagnicola larsenii XH-48,XH-48,Complete Genome,2014-01-13,5
GCA_000442645.1,ASM44264v1,Corynebacterium maris DSM 45190,DSM 45190,Complete Genome,2013-08-01,2
GCA_000147695.2,ASM14769v3,Thermoanaerobacter wiegelii Rt8.B1,Rt8.B1,Complete Genome,2011-08-23,1
GCA_001553625.1,ASM155362v1,Desulfomicrobium orale DSM 12838,DSM 12838,Complete Genome,2016-02-09,1
GCA_000166355.1,ASM16635v1,Caldicellulosiruptor hydrothermalis 108,108,Complete Genome,2010-11-10,1
GCA_000418365.1,ASM41836v1,Corynebacterium terpenotabidum Y-11,Y-11,Complete Genome,2013-07-05,1
GCA_900475835.1,45232_G01,Jonesia denitrificans,NCTC10816,Complete Genome,2018-06-17,1
GCA_000024985.1,ASM2498v1,Sphaerobacter thermophilus DSM 20745,DSM 20745,Complete Genome,2009-11-23,2
GCA_000195275.1,ASM19527v1,Treponema succinifaciens DSM 2489,DSM 2489,Complete Genome,2011-04-07,2
GCA_000196455.1,ASM19645v1,Acetoanaerobium sticklandii,DSM 519,Complete Genome,2010-10-16,1
GCA_000011205.1,ASM1120v1,Sulfurisphaera tokodaii str. 7,7,Complete Genome,2004-05-11,1
GCA_900637305.1,50618_F02,Cardiobacterium hominis,NCTC10426,Complete Genome,2018-12-20,1
GCA_000348725.1,ASM34872v1,Pseudobdellovibrio exovorus JSS,JSS,Complete Genome,2013-03-25,1
GCA_025148785.1,ASM2514878v1,Catenibacterium mitsuokai,DSM 15897,Complete Genome,2022-09-12,1
GCA_000328625.1,ASM32862v1,Halobacteroides halobius DSM 5150,DSM 5150,Complete Genome,2012-12-28,1
GCA_900187055.1,50377_D01,Staphylococcus simiae,NCTC13838,Complete Genome,2017-08-15,1
GCA_022870945.1,ASM2287094v1,Vitreoscilla stercoraria,SAG 1488-6,Complete Genome,2022-04-11,3
GCA_000835165.1,ASM83516v1,Corynebacterium marinum DSM 44953,DSM 44953,Complete Genome,2015-02-10,3
GCA_001941485.1,ASM194148v1,Corynebacterium frankenforstense DSM 45800,ST18,Complete Genome,2017-01-10,1
GCA_000026045.1,ASM2604v1,Natronomonas pharaonis DSM 2160,Gabara,Complete Genome,2005-09-28,3
GCA_000020485.1,ASM2048v1,Halothermothrix orenii H 168,H 168,Complete Genome,2009-01-13,1
GCA_000183725.1,ASM18372v1,Sulfuricurvum kujiense DSM 16994,DSM 16994,Complete Genome,2010-12-02,5
GCA_000307165.1,ASM30716v1,Amphibacillus xylanus NBRC 15112,NBRC 15112,Complete Genome,2012-10-01,1
GCA_000017625.1,ASM1762v1,Methanoregula boonei 6A8,6A8,Complete Genome,2007-07-26,1
GCA_025149465.1,ASM2514946v1,Thomasclavelia spiroformis DSM 1552,DSM 1552,Complete Genome,2022-09-12,1
GCA_000218625.1,ASM21862v1,Flexistipes sinusarabici DSM 4947,DSM 4947,Complete Genome,2011-06-15,1
GCA_000020625.1,ASM2062v1,Prosthecochloris aestuarii DSM 271,DSM 271,Complete Genome,2008-07-18,2
GCA_000265295.1,ASM26529v1,Sulfurospirillum barnesii SES-3,SES-3,Complete Genome,2012-06-07,1
GCA_014055025.1,ASM1405502v1,Neisseria bacilliformis,DSM 23338,Complete Genome,2020-08-04,1
GCA_000015825.1,ASM1582v1,Methanoculleus marisnigri JR1,JR1,Complete Genome,2007-02-16,1
GCA_000144695.1,ASM14469v1,Acetohalobium arabaticum DSM 5501,DSM 5501,Complete Genome,2010-08-05,1
GCA_000023905.1,ASM2390v1,Leptotrichia buccalis C-1013-b,DSM 1135,Complete Genome,2009-09-01,1
GCA_025149625.1,ASM2514962v1,Collinsella stercoris,DSM 13279,Complete Genome,2022-09-12,1
GCA_000025645.1,ASM2564v1,Thermoanaerobacter italicus Ab9,Ab9,Complete Genome,2010-02-24,1
GCA_000015025.1,ASM1502v1,Acidothermus cellulolyticus 11B,11B; ATCC 43068,Complete Genome,2006-11-09,1
GCA_000328665.1,ASM32866v1,Methanomethylovorans hollandica DSM 15978,DSM 15978,Complete Genome,2012-12-28,2
GCA_000166335.1,ASM16633v1,Caldicellulosiruptor owensensis OL,OL,Complete Genome,2010-11-10,1
GCA_000092405.1,ASM9240v1,Syntrophothermus lipocalidus DSM 12680,DSM 12680,Complete Genome,2010-05-28,1
GCA_014054985.1,ASM1405498v1,Kingella oralis,DSM 18271,Complete Genome,2020-08-04,2
GCA_024453815.1,ASM2445381v1,Corynebacterium pseudogenitalium,CCUG 27540,Complete Genome,2022-07-27,1
GCA_900187085.1,50624_E01,Streptococcus merionis,NCTC13788,Complete Genome,2017-08-15,1
GCA_000251105.1,ASM25110v1,Methanocella conradii HZ254,HZ254,Complete Genome,2012-03-07,1
GCA_000175295.2,ASM17529v2,Thermoanaerobacter brockii subsp. finnii Ako-1,Ako-1,Complete Genome,2011-01-24,1
GCA_024453835.1,ASM2445383v1,Corynebacterium genitalium ATCC 33030,CCUG 38989,Complete Genome,2022-07-27,1
GCA_046058945.1,ASM4605894v1,Brochothrix campestris,DSM 4712,Complete Genome,2024-12-16,1
GCA_000217795.1,ASM21779v1,Thermodesulfatator indicus DSM 15286,DSM 15286,Complete Genome,2011-06-10,1
GCA_000007745.1,ASM774v1,[Mannheimia] succiniciproducens MBEL55E,MBEL55E,Complete Genome,2004-09-17,1
GCA_000165465.1,ASM16546v1,Halanaerobium praevalens DSM 2228,DSM 2228,Complete Genome,2010-10-21,1
GCA_000024885.1,ASM2488v1,Sulfurospirillum deleyianum DSM 6946,DSM 6946,Complete Genome,2009-11-18,1
GCA_000183745.1,ASM18374v1,Oceanithermus profundus DSM 14977,DSM 14977,Complete Genome,2010-12-02,2
GCA_000190315.1,ASM19031v1,Vulcanisaeta moutnovskia 768-28,768-28,Complete Genome,2011-02-22,1
GCA_900186835.1,49950_F01,Pasteurella dagmatis,NCTC11617,Complete Genome,2017-08-15,1
GCA_900637795.1,52592_H02,Weeksella virosa,NCTC11634,Complete Genome,2018-12-20,1
GCA_000144645.1,ASM14464v1,Thermosediminibacter oceani DSM 16646,DSM 16646,Complete Genome,2010-08-05,1
GCA_000195335.1,ASM19533v1,Marinithermus hydrothermalis DSM 14884,DSM 14884,Complete Genome,2011-04-07,1
GCA_000196655.1,ASM19665v1,Methanohalobium evestigatum Z-7303,Z-7303,Complete Genome,2010-06-15,2
GCA_900638685.1,58882_C02,Neisseria weaveri,NCTC12742,Complete Genome,2018-12-20,1
GCA_000010985.1,ASM1098v1,Deferribacter desulfuricans SSM1,SSM1,Complete Genome,2010-03-05,2
GCA_000208385.1,ASM20838v1,Parasphaerochaeta coccoides DSM 17374,DSM 17374,Complete Genome,2011-04-21,1
GCA_016127355.1,ASM1612735v1,Kingella denitrificans,FDAARGOS_1060,Complete Genome,2020-12-20,1
GCA_000246985.2,ASM24698v3,Thermococcus litoralis DSM 5473,DSM 5473,Complete Genome,2013-08-13,1
GCA_007475525.1,ASM747552v1,Methylacidiphilum kamchatkense Kam1,kam1,Complete Genome,2019-07-25,1
GCA_900186995.1,50465_A02,Haemophilus pittmaniae,NCTC13334,Complete Genome,2017-08-15,1
GCA_000018605.1,ASM1860v1,Petrotoga mobilis SJ95,SJ95,Complete Genome,2007-11-16,1
GCA_000227665.2,ASM22766v3,Thiomicrospira aerophila AL3,AL3,Complete Genome,2014-01-03,1
GCA_000023265.1,ASM2326v1,Acidimicrobium ferrooxidans DSM 10331,DSM 10331,Complete Genome,2009-08-18,1
GCA_000183405.1,ASM18340v1,Calditerrivibrio nitroreducens DSM 19672,DSM 19672,Complete Genome,2010-11-30,2
GCA_900637075.1,48128_D02,Streptococcus pseudoporcinus,NCTC13786,Complete Genome,2018-12-20,1
GCA_000147355.1,ASM14735v1,Sulfurimonas autotrophica DSM 16294,DSM 16294,Complete Genome,2010-09-15,1
GCA_022871025.1,ASM2287102v2,Conchiformibius kuhniae,17694,Complete Genome,2024-09-27,1
GCA_900637325.1,50569_E01,Wolinella succinogenes,NCTC11488,Complete Genome,2018-12-20,1
GCA_000190555.1,ASM19055v1,Deinococcus proteolyticus MRP,MRP,Complete Genome,2011-02-28,5
GCA_008327825.1,ASM832782v1,Leptotrichia shahii,JCM16776,Complete Genome,2019-07-25,2
GCA_000217995.1,ASM21799v1,Methanosalsum zhilinae DSM 4017,DSM 4017,Complete Genome,2011-06-13,1
GCA_000024605.1,ASM2460v1,Ammonifex degensii KC4,KC4,Complete Genome,2009-10-08,2
GCA_000195315.1,ASM19531v1,Coriobacterium glomerans PW2,PW2,Complete Genome,2011-04-07,1
GCA_020097375.1,ASM2009737v1,Porphyromonas endodontalis,FDAARGOS_1506,Complete Genome,2021-09-23,1
GCA_000186245.1,ASM18624v1,Nitratifractor salsuginis DSM 16511,DSM 16511,Complete Genome,2011-01-18,1
GCA_000018305.1,ASM1830v1,Caldivirga maquilingensis IC-167,IC-167,Complete Genome,2007-10-05,1
GCA_000385565.1,ASM38556v1,Archaeoglobus sulfaticallidus PM70-1,PM70-1,Complete Genome,2013-04-30,1
GCA_000165505.1,ASM16550v1,Ilyobacter polytropus DSM 2926,DSM 2926,Complete Genome,2010-10-22,3
GCA_000217815.1,ASM21781v1,Pseudothermotoga thermarum DSM 5069,DSM 5069,Complete Genome,2011-06-10,1
GCA_000025005.1,ASM2500v1,Thermobaculum terrenum ATCC BAA-798,ATCC BAA-798,Complete Genome,2009-11-23,2
GCA_000025865.1,ASM2586v1,Methanohalophilus mahii DSM 5219,DSM 5219,Complete Genome,2010-03-31,1
GCA_000015805.1,ASM1580v1,Pyrobaculum calidifontis JCM 11548,JCM 11548,Complete Genome,2007-02-27,1
GCA_000021685.1,ASM2168v1,Thermomicrobium roseum DSM 5159,DSM 5159,Complete Genome,2009-01-22,2
GCA_900475885.1,49595_C01,Haemophilus aegyptius,NCTC8502,Complete Genome,2018-06-17,1
GCA_000025885.1,ASM2588v1,Aminobacterium colombiense DSM 12261,DSM 12261,Complete Genome,2010-04-05,1
GCA_000017545.1,ASM1754v1,Fervidobacterium nodosum Rt17-B1,Rt17-B1,Complete Genome,2007-07-30,1
GCA_000152265.2,ASM15226v2,Ferroplasma acidarmanus Fer1,Fer1,Complete Genome,2013-06-26,1
GCA_000214825.1,ASM21482v1,Thiomicrospira cyclica ALM1,ALM1,Complete Genome,2011-05-25,1
GCA_000021565.1,ASM2156v1,Persephonella marina EX-H1,EX-H1,Complete Genome,2009-03-25,2
GCA_003355515.1,ASM335551v1,Aliarcobacter trophiarum LMG 25534,LMG 25534,Complete Genome,2018-08-06,1
GCA_000016905.1,ASM1690v1,Thermosipho melanesiensis BI429,BI429,Complete Genome,2007-06-26,1
GCA_000194625.1,ASM19462v1,Archaeoglobus veneficus SNP6,SNP6,Complete Genome,2011-03-31,1
GCA_000212395.1,ASM21239v1,Thermodesulfobium narugense DSM 14796,DSM 14796,Complete Genome,2011-05-05,1
GCA_900660745.1,57728_G01-3,Haploplasma axanthum,NCTC10138,Complete Genome,2019-01-29,1
GCA_000014945.1,ASM1494v1,Methanothrix thermoacetophila PT,PT,Complete Genome,2006-10-25,1
GCA_000967915.1,ASM96791v1,Paracholeplasma brassicae,O502,Complete Genome,2013-10-11,1
GCA_900475025.1,41906_G01,Streptococcus ferus,NCTC12278,Complete Genome,2018-06-17,1
GCA_000725425.1,ASM72542v1,Palaeococcus pacificus DY20341,DY20341,Complete Genome,2014-07-14,1
GCA_000214415.1,ASM21441v1,Methanotorris igneus Kol 5,Kol 5,Complete Genome,2011-05-23,1
GCA_000816305.1,ASM81630v1,Campylobacter subantarcticus LMG 24377,LMG 24377,Complete Genome,2015-01-07,1
GCA_000022545.1,ASM2254v1,Thermococcus sibiricus MM 739,MM 739,Complete Genome,2009-06-29,1
GCA_000204925.1,ASM20492v1,Metallosphaera cuprina Ar-4,Ar-4,Complete Genome,2011-04-19,1
GCA_000015205.1,ASM1520v1,Pyrobaculum islandicum DSM 4184,DSM 4184,Complete Genome,2006-12-20,1
GCA_000015765.1,ASM1576v1,Methanocorpusculum labreanum Z,Z,Complete Genome,2007-02-01,1
GCA_000015225.1,ASM1522v1,Thermofilum pendens Hrk 5,Hrk 5,Complete Genome,2006-12-18,2
GCA_000019805.1,ASM1980v1,Pyrobaculum neutrophilum V24Sta,V24Sta,Complete Genome,2008-03-27,1
GCA_900476045.1,50279_D01,Gemella morbillorum,NCTC11323,Complete Genome,2018-06-17,1
GCA_000446015.1,ASM44601v1,Thermofilum adornatum,1910b,Complete Genome,2013-08-13,1
GCA_000024625.1,ASM2462v1,Methanocaldococcus vulcanius M7,M7,Complete Genome,2009-10-15,3
GCA_002238335.1,ASM223833v1,Campylobacter avium LMG 24591,LMG 24591,Complete Genome,2017-08-01,1
GCA_000017165.1,ASM1716v1,Methanococcus vannielii SB,SB,Complete Genome,2007-06-29,1
GCA_000215995.1,ASM21599v1,Pyrococcus yayanosii CH1,CH1,Complete Genome,2011-06-07,1
GCA_001281385.1,ASM128138v1,Candidatus Pseudothioglobus singularis PS1,PS1,Complete Genome,2015-09-14,1
